"HCDBcaseId","caseNumber","caseName","representative_side","rep_number","RepGeneral","RepSpecific","Name","Title","Status1","Status2","Status2State","Gender","Role","Notes"
2002063,"S261/2001","State of New South Wales v Ryan","Intervener",2,"Intervener","Intervener, AG (WA)","JC Pritchard","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
2002063,"S261/2001","State of New South Wales v Ryan","Respondent",1,"Respondent/defendant","first-named first respondent","TK Tobin","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
2002063,"S261/2001","State of New South Wales v Ryan","Respondent",2,"Respondent/defendant","first-named first respondent","JBR Beach","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
2002063,"S261/2001","State of New South Wales v Ryan","Respondent",3,"Respondent/defendant","first-named first respondent","BM Zipser","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
2002063,"S261/2001","State of New South Wales v Ryan","Respondent",4,"Respondent/defendant","Respondent 2","WH Nicholas","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
2002063,"S261/2001","State of New South Wales v Ryan","Respondent",5,"Respondent/defendant","Respondent 2","TGR Parker","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
2002063,"S261/2001","State of New South Wales v Ryan","Respondent",6,"Respondent/defendant","Respondent 3 & 4","CRR Hoeben","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
2002063,"S261/2001","State of New South Wales v Ryan","Respondent",7,"Respondent/defendant","Respondent 3 & 4","AP Coleman","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second to seventh named first respondents. No appearance for the fifth to the fourteenth respondents"
2002064,"B82/2001","The Queen v Carroll","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Applicant","MJ Byrne","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002064,"B82/2001","The Queen v Carroll","Respondent",1,"Respondent/defendant","Respondent","MJ Griffin","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002064,"B82/2001","The Queen v Carroll","Respondent",2,"Respondent/defendant","Respondent","PJ Davis","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002065,"M3/2002","Dow Jones & Company Inc v Gutnick","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","GR Robertson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002065,"M3/2002","Dow Jones & Company Inc v Gutnick","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","TF Robertson","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002065,"M3/2002","Dow Jones & Company Inc v Gutnick","Intervener",1,"Intervener","Intervener,  Amazon.com,

Inc, Associated Press, Association of Alternative Newsweeklies,

BloombergLP, Cable News Network LP, LLLP, Guardian Newspapers Ltd,

Knight Ridder, Inc, Media/Professional Insurance, The New York Times

Company, News Limited, Online News Association, Reuters Group PLC,

Time Inc, Tribune Company, The Washington Post Company, Yahoo! Inc,

Internet Industry Association, and John Fairfax Holdings Ltd","BW Walker","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002065,"M3/2002","Dow Jones & Company Inc v Gutnick","Intervener",2,"Intervener","Intervener,  Amazon.com,

Inc, Associated Press, Association of Alternative Newsweeklies,

BloombergLP, Cable News Network LP, LLLP, Guardian Newspapers Ltd,

Knight Ridder, Inc, Media/Professional Insurance, The New York Times

Company, News Limited, Online News Association, Reuters Group PLC,

Time Inc, Tribune Company, The Washington Post Company, Yahoo! Inc,

Internet Industry Association, and John Fairfax Holdings Ltd","SE Pritchard","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2002065,"M3/2002","Dow Jones & Company Inc v Gutnick","Respondent",1,"Respondent/defendant","Respondent","JL Sher","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002065,"M3/2002","Dow Jones & Company Inc v Gutnick","Respondent",2,"Respondent/defendant","Respondent","MF Wheelahan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002066,"A37/2001","Roberts v Bass","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All appellants","SM Littlemore","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002066,"A37/2001","Roberts v Bass","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All appellants","PA Heywood-Smith","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002066,"A37/2001","Roberts v Bass","Intervener",1,"Intervener","Intervener, AG (WA)","RJ Meadows","Mr","QC","Yes solicitor general",11,"Male","Speaker - Major",NA
2002066,"A37/2001","Roberts v Bass","Intervener",2,"Intervener","Intervener, AG (WA)","RM Mitchell","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002066,"A37/2001","Roberts v Bass","Respondent",1,"Respondent/defendant","Respondent","DA Trim","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2002066,"A37/2001","Roberts v Bass","Respondent",2,"Respondent/defendant","Respondent","NJT Swan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002066,"A37/2001","Roberts v Bass","Respondent",3,"Respondent/defendant","Respondent","HM Heuzenroeder","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","NJ Young","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","KR Howie","Mr","SC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Appellant",3,"Appellant/applicant/plaintiff/petitioner","Appellant","TP Keely","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Intervener",1,"Intervener","Intervener, AG (Cth)","DMJ Bennett","Mr","QC","Yes solicitor general",1,"Male","Speaker - Major","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Intervener",2,"Intervener","Intervener, AG (Cth)","MA Perry","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Intervener",3,"Intervener","Intervener, South West Aboriginal Land and Sea Council Aboriginal Corporation","MF Rynne","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Intervener",4,"Intervener","Intervener, Human Rights & Equal Opportunity Commission","BW Walker","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Intervener",5,"Intervener","Intervener, Human Rights & Equal Opportunity Commission","SE Pritchard","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Respondent",1,"Respondent/defendant","Respondent 1","G Griffith","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Minor","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Respondent",2,"Respondent/defendant","Respondent 1","HM Wright","Mr","QC","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Respondent",3,"Respondent/defendant","Respondent 1","M Sloss","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Respondent",4,"Respondent/defendant","Respondent 1","SGE McLeish","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Respondent",5,"Respondent/defendant","Respondent 2","VB Hughston","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Respondent",6,"Respondent/defendant","Respondent 2","JA Waters","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Respondent",7,"Respondent/defendant","First, third and fourth named third

respondents","GE Hiley","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Respondent",8,"Respondent/defendant","First, third and fourth named third

respondents","GJ Moloney","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Respondent",9,"Respondent/defendant","Respondent 4 & 5","AC Neal","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Respondent",10,"Respondent/defendant","Respondent 4 & 5","PG Willis","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
2002067,"M128/2001","Members of the Yorta Yorta Aboriginal Community v Victoria","Respondent",11,"Respondent/defendant","Respondent 6","JE Curtis-Smith","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Minor","No appearance for the second, fifth, sixth, seventh and eighth named third

respondents. No appearance for the seventh and eighth respondents"
